%time,field.data
29210000000,2.64987219815
29210000000,2.55671916594
29210000000,2.85712854961
29210000000,2.50277835781
29210000000,2.60870287293
29210000000,2.37669207258
29210000000,2.63067296444
29210000000,2.75857932399
29394000000,2.35125757881
29394000000,3.13178109429
29394000000,2.76393668444
29394000000,2.47767097482
29394000000,2.16695312319
29394000000,2.70193678395
29394000000,2.64075878759
29394000000,2.41645599346
29394000000,2.62269951479
29610000000,2.46934002911
29610000000,2.76632430338
29610000000,2.29864462015
29610000000,3.26045655476
29610000000,2.73213169193
29610000000,3.19593965922
29610000000,2.7504656768
29610000000,2.84310118962
29610000000,2.58057223231
29610000000,2.70247891526
29610000000,2.65946258997
29784000000,2.42023685471
29784000000,2.96297544138
29784000000,2.54193552094
29784000000,2.80149621626
29784000000,2.78757482885
29784000000,2.37103048301
29784000000,3.17483629311
29784000000,2.55160901111
29784000000,2.60476994482
29986000000,2.15006558494
29986000000,3.17035205498
29986000000,3.16122331137
29986000000,2.76463930536
29986000000,2.46817377531
29986000000,2.85054666057
29986000000,2.79669957307
29986000000,2.4075172111
29986000000,2.9577013742
29986000000,2.06675018036
30204000000,2.63273094526
30204000000,2.99978501261
30204000000,2.11219671605
30204000000,2.57352689356
30204000000,3.05482260854
30204000000,2.9230380573
30204000000,2.31793418706
30204000000,2.67251804616
30204000000,2.45707400542
30204000000,2.56839925531
30204000000,2.98238778468
30414000000,3.18596420699
30414000000,2.2164940498
30414000000,2.7945331428
30414000000,2.57036264939
30414000000,2.81036886235
30414000000,2.34254333779
30414000000,2.79418783419
30414000000,2.880099514
30414000000,2.7487842009
30414000000,2.61834273269
30636000000,2.65829405192
30636000000,2.85922915605
30636000000,2.22066562249
30636000000,2.15065509154
30636000000,2.68588622217
30636000000,2.52656128045
30636000000,2.78679040783
30636000000,2.59455411027
30636000000,2.74288102096
30636000000,3.15502532981
30636000000,3.0067395485
30814000000,3.27695881328
30814000000,3.23538282582
30814000000,2.65727390781
30814000000,2.66349761147
30814000000,2.68306887539
30814000000,2.30976883425
30814000000,2.3518066327
30814000000,2.2666888245
30814000000,2.67179493234
30976000000,3.0546541905
30976000000,2.49737372329
30976000000,2.79740181964
30976000000,3.1909273358
30976000000,2.85354445743
30976000000,2.26493074019
30976000000,2.9458711678
30976000000,2.33151931876
31170000000,2.34541099508
31170000000,2.70704054559
31170000000,2.9012737975
31170000000,2.99699694732
31170000000,2.41258310605
31170000000,2.81076763182
31170000000,2.89430322534
31170000000,2.70567819244
31170000000,2.44148538099
31170000000,2.34661414497
31262000000,2.94240092369
31262000000,3.06724624079
31262000000,2.49878402198
31262000000,2.990764543
31262000000,2.94528587111
31376000000,2.75574133765
31376000000,2.60362655884
31376000000,2.78703103414
31376000000,2.92988417724
31376000000,3.01251906651
31528000000,2.06970341494
31528000000,2.67828462547
31528000000,2.9570520329
31528000000,2.62793167659
31528000000,2.92011723827
31528000000,2.53145730116
31528000000,2.90725753586
31528000000,2.67495520624
31682000000,2.6835363276
31682000000,2.52569624684
31682000000,2.91663189494
31682000000,2.98742133795
31682000000,2.95216783665
31682000000,2.81402163685
31682000000,2.61454407388
31682000000,2.68270694061
31840000000,2.25756124827
31840000000,2.96118084091
31840000000,2.70485537794
31840000000,2.47801622512
31840000000,2.71127590741
31840000000,2.4319145817
31840000000,2.53447729121
31972000000,2.62333741556
31972000000,2.50125399743
31972000000,2.80030080149
31972000000,2.52502316124
31972000000,2.94621990448
31972000000,3.00649830227
31972000000,3.03130737857
32128000000,2.35061803939
32128000000,2.39979155531
32128000000,2.41310146278
32128000000,2.63583630099
32128000000,2.49904209285
32128000000,2.55572408891
32128000000,2.56380728034
32128000000,2.80325644542
32294000000,3.01375607433
32294000000,2.82206985957
32294000000,3.0640750383
32294000000,2.63670647906
32294000000,2.32281436698
32294000000,3.20351273882
32294000000,3.01825589421
32294000000,2.56511094188
32466000000,2.96411214871
32466000000,3.0483534144
32466000000,2.87360061923
32466000000,3.06039412122
32466000000,2.80172801556
32466000000,2.70021204969
32466000000,3.0342800964
32466000000,2.81318211958
32466000000,2.99505708123
32584000000,2.72186855336
32584000000,2.47361887246
32584000000,3.20915898406
32584000000,2.45142977445
32584000000,2.87560196743
32584000000,2.62625935272
32688000000,3.18355476883
32688000000,2.94448542471
32688000000,2.51112491231
32688000000,2.83253253968
32688000000,2.99725908141
32876000000,2.93136330154
32876000000,2.92125412477
32876000000,2.67707064671
32876000000,2.78038395725
32876000000,3.34114047672
32876000000,2.14735088159
32876000000,2.31834579485
32876000000,3.05363023352
32876000000,2.36452260715
33062000000,2.58678584133
33062000000,3.33480430754
33062000000,2.64365687823
33062000000,2.953601358
33062000000,3.1574883192
33062000000,2.27543383336
33062000000,3.25191599165
33062000000,2.81631623074
33062000000,3.01530046103
33260000000,2.66782376729
33260000000,3.03049107581
33260000000,2.82510807765
33260000000,2.33812035692
33260000000,2.85920435188
33260000000,2.92566956238
