%time,field.data
33260000000,2.88101967733
33260000000,3.35596136494
33260000000,3.07195448942
33260000000,2.68315912653
33446000000,2.4926912451
33446000000,2.71601202201
33446000000,3.70276380295
33446000000,2.58724097877
33446000000,2.5811766115
33446000000,2.99091352718
33446000000,3.31362042786
33446000000,2.90826646948
33446000000,2.84086169545
33446000000,2.83117324431
33624000000,2.67738452133
33624000000,2.72761354663
33624000000,2.73230023058
33624000000,3.37116706726
33624000000,3.1055883966
33624000000,2.80928427411
33624000000,2.88164046278
33624000000,2.91103250077
33624000000,2.74677988592
33792000000,2.46627256637
33792000000,3.0129898451
33792000000,2.78820270519
33792000000,2.75954341922
33792000000,2.99369109847
33792000000,3.08553020705
33792000000,2.88194349372
33792000000,2.38944482908
33986000000,2.49536701491
33986000000,2.80826932513
33986000000,2.15621751599
33986000000,2.53389154987
33986000000,3.00492621119
33986000000,3.07417059689
33986000000,3.09655856209
33986000000,2.41839945975
33986000000,2.51029652514
33986000000,3.09618638412
34170000000,2.95904237338
34170000000,2.94566525441
34170000000,2.82482403338
34170000000,2.60324265151
34170000000,2.94486122026
34170000000,2.25690537603
34170000000,2.99087527782
34170000000,2.50285803797
34170000000,2.4194777571
34360000000,2.73941156686
34360000000,2.79097278955
34360000000,2.15264553014
34360000000,2.46919601614
34360000000,2.61307892238
34360000000,2.04048749561
34360000000,2.18905813247
34360000000,1.76735745032
34360000000,2.10868579982
34558000000,1.51625921807
34558000000,1.68767118831
34558000000,1.5638671927
34558000000,1.15995635932
34558000000,1.62496066088
34558000000,0.102564181777
34558000000,0.970076906022
34558000000,0.520253883022
34558000000,0.49129998901
34558000000,0.791348754503
34718000000,0.44540961504
34718000000,0.39225128925
34718000000,-0.18548892027
34718000000,-0.115523504397
34718000000,0.0462440288777
34718000000,0.198783730065
34718000000,-0.00787644427813
34718000000,-0.0749646964754
34914000000,0.0646084989972
34914000000,0.00539061995163
34914000000,0.0721309088655
34914000000,-0.178258146506
34914000000,0.353159928721
34914000000,0.666263147979
34914000000,-0.374685985235
34914000000,-0.340753367887
34914000000,0.476111617896
34914000000,-0.256130754969
35112000000,-0.0108543346763
35112000000,-0.0282231189836
35112000000,0.220438849802
35112000000,0.0293592420424
35112000000,0.630964251618
35112000000,0.0737644750018
35112000000,0.353106775179
35112000000,0.833174789675
35112000000,0.520565126659
35112000000,0.655737407387
35302000000,0.213700744795
35302000000,-0.364926637246
35302000000,0.798796972254
35302000000,0.404523981418
35302000000,-0.165862133097
35302000000,0.380874353419
35302000000,-0.161764297051
35302000000,0.307700942384
35302000000,0.422164316845
35302000000,-0.00839878708661
35438000000,0.179206229372
35438000000,-0.285620810003
35438000000,-0.573007151545
35438000000,-0.200450373054
35438000000,-0.325373424511
35438000000,0.199221493524
35618000000,0.463624330022
35618000000,0.382243936066
35618000000,-0.529192174033
35618000000,0.0860573766341
35618000000,-0.024676860037
35618000000,0.0226408356228
35618000000,0.359601845581
35618000000,0.52196374032
35618000000,-0.0127668172411
35762000000,-0.510939440306
35762000000,-0.20597975189
35762000000,-0.202365403679
35762000000,-0.163165466213
35762000000,0.058165435415
35762000000,-0.0195983214093
35762000000,0.510250758744
35762000000,0.243328330984
35948000000,0.172370011879
35948000000,0.465706082832
35948000000,0.317383358296
35948000000,0.208516301682
35948000000,-0.265040222678
35948000000,0.108473452105
35948000000,0.270903592649
35948000000,0.335214889781
35948000000,0.368388513002
36116000000,0.311874536188
36116000000,-0.189722355343
36116000000,0.181242421571
36116000000,-0.317655395319
36116000000,0.281656846331
36116000000,-0.0193955509264
36116000000,0.234465438943
36116000000,-0.195789494588
36300000000,0.349869317796
36300000000,0.594761146646
36300000000,0.0425329523125
36300000000,0.338475519605
36300000000,-0.151274228961
36300000000,0.0540600840074
36300000000,0.106526309116
36300000000,0.34319888076
36300000000,0.384437317172
36496000000,0.161119652794
36496000000,-0.295535367546
36496000000,-0.160550091649
36496000000,0.176958869855
36496000000,0.0170760394155
36496000000,0.353624920636
36496000000,0.309250018784
36496000000,-0.205207424541
36496000000,0.377035315401
36496000000,-0.038632863431
36676000000,-0.029441604968
36676000000,0.541267666385
36676000000,-0.105201734039
36676000000,0.220930179586
36676000000,0.524537806088
36676000000,0.10655850676
36676000000,0.120888071296
36676000000,0.283115970658
36676000000,0.654777580738
36848000000,0.313959188705
36848000000,0.0816700282259
36848000000,-0.157776103696
36848000000,0.300182446425
36848000000,0.0761324546352
36848000000,0.260628450629
36848000000,-0.120180705889
36848000000,-0.148829870319
36848000000,0.468452724989
37034000000,0.370662240279
37034000000,0.677580854143
37034000000,0.103283906184
37034000000,0.469598874405
37034000000,0.0759000848529
37034000000,0.419641542262
37034000000,0.137436691353
37034000000,-0.0507100721142
37034000000,-0.0720427472773
37214000000,0.359265796636
37214000000,-0.0709760571532
37214000000,-0.20866085037
37214000000,0.736037223285
37214000000,0.962491518058
37214000000,-0.0644481753874
37214000000,0.289763597044
37214000000,0.477341656792
37214000000,0.260280337939
37382000000,0.238593907583
37382000000,0.321644281466
37382000000,0.189693128435
37382000000,0.654507886581
37382000000,0.444819292421
37382000000,0.12513989927
37382000000,0.164950228261
37382000000,0.687234127994
37562000000,0.294966597112
37562000000,0.0801531907401
37562000000,0.222945025232
37562000000,0.21553775502
37562000000,0.638253380173
37562000000,0.357065610811
37562000000,0.666356789867
37562000000,0.315746188969
37562000000,0.0280056020957
37726000000,0.126433296514
37726000000,0.0168453133367
37726000000,0.0243869098811
37726000000,-0.320440106341
37726000000,-0.0319235734694
37726000000,0.335713909
37726000000,0.129065656115
37726000000,0.509787915466
37726000000,0.22348792866
37898000000,-0.154514838031
37898000000,0.162190031713
37898000000,0.6438258491
37898000000,0.111785783451
37898000000,0.743833167958
37898000000,0.503639899332
37898000000,-0.00419813751669
37898000000,-0.251876200286
38084000000,0.230474425638
38084000000,0.264567615907
38084000000,0.248013051128
38084000000,0.787874768209
38084000000,-0.0769139979972
38084000000,0.561531109223
38084000000,0.45753157721
38084000000,0.174968865927
38084000000,-0.223232874612
38084000000,0.217313975038
38274000000,0.562410089575
38274000000,0.360213777139
38274000000,0.323192661934
38274000000,-0.13538430351
38274000000,-0.0871754533394
38274000000,0.386998490944
38274000000,0.398716035438
38274000000,-0.340076948204
38274000000,0.20243043459
38464000000,-0.0369018531636
38464000000,0.337670462703
38464000000,0.241337181323
38464000000,0.303582918823
38464000000,0.110675046773
38464000000,-0.138091606566
38464000000,-0.0689599862895
38464000000,0.22855014565
38464000000,0.0617164383892
38464000000,-0.276408009711
38650000000,0.689994878517
38650000000,0.281036477022
38650000000,0.194399372374
38650000000,0.16515064352
38650000000,0.395551486246
38650000000,0.580334684513
38650000000,-0.162485310527
38650000000,0.542043582975
38650000000,0.633300640004
38748000000,0.620117686809
38748000000,0.563080630325
38748000000,1.05409985524
38748000000,1.03964159905
38748000000,0.49829066751
38850000000,0.508725720651
38850000000,0.833830198662
38850000000,0.594594385116
38850000000,0.544145514781
38850000000,0.556645169038
38956000000,0.422430625686
38956000000,1.02204035394
38956000000,1.05380123702
38956000000,0.0990202265396
38956000000,1.2110738695
39072000000,1.09171564218
39072000000,1.00523086247
39072000000,1.25683220764
39072000000,0.492524901316
39072000000,0.702437357673
39072000000,0.628546453762
39248000000,1.00277720348
39248000000,1.02316559263
39248000000,1.21449630202
39248000000,1.16995078773
39248000000,0.871567426524
39248000000,0.943256963134
39248000000,1.03189311632
39248000000,1.36533978058
39248000000,1.15014090881
39430000000,1.39584657626
39430000000,0.733377971686
39430000000,0.886546609769
39430000000,1.73550879086
39430000000,1.28721731312
39430000000,1.12461346896
39430000000,1.03883893924
39430000000,1.61533509422
39430000000,1.4308496341
39594000000,0.937968490678
39594000000,1.54822825756
39594000000,1.54041361804
39594000000,1.66574257845
39594000000,1.70935376622
39594000000,1.10157432139
39594000000,0.715429896179
39594000000,0.890612756022
39776000000,0.809184479244
39776000000,1.11264028494
39776000000,1.66734092983
39776000000,1.32368121965
39776000000,1.59324874495
39776000000,1.32326931473
39776000000,1.47883301306
39776000000,1.64700716704
39776000000,1.23814289108
39954000000,0.796377459911
39954000000,1.02257582059
39954000000,1.35665227275
39954000000,0.435754304764
39954000000,1.33099205437
39954000000,1.56966036068
39954000000,1.09191799051
39954000000,1.3102450954
39954000000,1.67668720926
40118000000,1.15271758225
40118000000,1.50567380954
40118000000,1.91013804564
40118000000,1.6325519689
40118000000,1.26701585822
40118000000,1.82709497993
40118000000,1.63620190015
40118000000,1.27171064531
40302000000,1.69126929902
40302000000,1.51178135044
40302000000,1.06619883241
40302000000,1.7102270232
40302000000,1.55411212458
40302000000,1.29939715375
40302000000,1.55566128448
40302000000,1.62836304779
40302000000,1.50418957272
40302000000,1.69377192738
40468000000,1.74655559375
40468000000,1.32272763626
40468000000,1.4454001086
40468000000,1.7620895206
40468000000,1.44095913246
40468000000,1.46612051308
40468000000,1.76649967374
40468000000,1.79673482618
